
> sejongcook-next@0.1.0 dev
> next dev -p 3000

⚠ Warning: Next.js inferred your workspace root, but it may not be correct.
 We detected multiple lockfiles and selected the directory of /Users/ojaeeul/Downloads/세종요리제과학원/무제 폴더/수정전/sejk 4/package-lock.json as the root directory.
 To silence this warning, set `turbopack.root` in your Next.js config, or consider removing one of the lockfiles if it's not needed.
   See https://nextjs.org/docs/app/api-reference/config/next-config-js/turbopack#root-directory for more information.
 Detected additional lockfiles: 
   * /Users/ojaeeul/Downloads/세종요리제과학원/무제 폴더/수정전/sejk 4/sejongcook-next/package-lock.json

▲ Next.js 16.1.4 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.219.102:3000
- Environments: .env.local

✓ Starting...
✓ Ready in 3.5s
○ Compiling / ...
 GET /api/sejong/attendance?t=1781014257324&date=2026-06-09 200 in 464ms (compile: 1573µs, render: 463ms)
 GET /api/sejong/attendance?t=1781014262327&date=2026-06-09 200 in 427ms (compile: 1194µs, render: 426ms)
 GET /api/sejong/attendance?t=1781014267332&date=2026-06-09 200 in 365ms (compile: 2ms, render: 362ms)
 GET /api/sejong/attendance?t=1781014272335&date=2026-06-09 200 in 280ms (compile: 1655µs, render: 278ms)
 GET /api/sejong/attendance?t=1781014278336&date=2026-06-09 200 in 334ms (compile: 1300µs, render: 333ms)
 GET /api/sejong/attendance?t=1781014284335&date=2026-06-09 200 in 378ms (compile: 1378µs, render: 377ms)
 GET /api/sejong/attendance?t=1781014290335&date=2026-06-09 200 in 316ms (compile: 1210µs, render: 314ms)
 GET /api/sejong/attendance?t=1781014296335&date=2026-06-09 200 in 257ms (compile: 1497µs, render: 255ms)
 GET /api/sejong/attendance?t=1781014302335&date=2026-06-09 200 in 240ms (compile: 1421µs, render: 239ms)
 GET /api/sejong/attendance?t=1781014308335&date=2026-06-09 200 in 229ms (compile: 1480µs, render: 227ms)
 GET /api/sejong/attendance?t=1781014314335&date=2026-06-09 200 in 249ms (compile: 1793µs, render: 247ms)
 GET /api/sejong/attendance?t=1781014320335&date=2026-06-09 200 in 237ms (compile: 1903µs, render: 235ms)
 GET /api/sejong/attendance?t=1781014326335&date=2026-06-09 200 in 249ms (compile: 1329µs, render: 248ms)
 GET /api/sejong/attendance?t=1781014332335&date=2026-06-09 200 in 279ms (compile: 1566µs, render: 278ms)
 GET /api/sejong/attendance?t=1781014338335&date=2026-06-09 200 in 231ms (compile: 1388µs, render: 230ms)
 GET /api/sejong/attendance?t=1781014344335&date=2026-06-09 200 in 227ms (compile: 1226µs, render: 226ms)
 GET /api/sejong/attendance?t=1781014354105&date=2026-06-09 200 in 222ms (compile: 1287µs, render: 221ms)
 GET /api/sejong/attendance?t=1781014369335&date=2026-06-09 200 in 232ms (compile: 2ms, render: 230ms)
